,Text,Completion,Correction,GLEU_lang8,GLEU_clova
653,오늘은 친구를 만나는 예정이었지만 그친구에게서 오제에 너무 술을 마셨서 숙취로 기분이 나쁘니끼 만나지 몾하라고 전화를 받았어요 .,오늘은 친구를 만날 예정이었지만 그친구에게서 어제 술을 너무 많이 마셔서 숙취로 몸상태가 나쁘니까 만나지 못하겠다는 전화를 받았어요 .,오늘은 친구와 만나기로 했지만 어제 과음으로 몸 상태가 좋지 않아 못 만나겠다고 전화가 왔어요 .,0.24242424242424243,0.03225806451612903
654,그동안 우리 외할아버지께서는 몸이 많이 불편하셨는데요 ! 이제는 좀 나아시졌어요 ! 정말 다행이네요 ! 외할아버지께서는 병원에 계셨던 그동안은 눈도 못 뜨고 주사도 못 놓을 정도로 심하게 아프셨어요 ! 이제 밥도 먹고 일어나서 자기 혼자서도 걸으실 수 있어요 ! 할아버지께서는 건강하시기를 바래요 !,그동안 우리 외할아버지께서는 몸이 많이 불편하셨는데요 ! 이제는 좀 나아시졌어요 ! 정말 다행이에요 ! 외할아버지께서 병원에 계셨던 그동안은 눈도 못 뜨고 주사도 못 놓을 정도로 심하게 아프셨어요 ! 이제 밥도 먹고 혼자 일어나서 걸으실 수 있어요 ! 할아버지께서 건강하시기를 바랍니다 !,그동안 저희 외할아버지는 몸이 많이 불편하셨어요 ! 하지만 지금은 조금 나아지셨어요 ! 정말 다행이에요 ! 할아버지는 병원에 계시는 동안에는 눈도 못 뜨시고 주사도 못 놓으실 정도로 심하게 아프셨어요 ! 이제 밥도 드시고 일어나셔서 혼자서 걸으실 수 있어요 ! 할아버지께서 건강하시기를 바래요 !,0.7037037037037037,0.30864197530864196
655,강아지처럼 순진한 눈빛도 있고,눈빛도 강아지처럼 순진하고,순진한 강아지의 눈빛을 하고 있어요 .,0.2,0.05555555555555555
656,나머지 학생은 다른 사람들은 관심이없는 것 같은데 그냥 앞에 보고 앉아 있다 .,나머지 학생은 관심이 없는 듯 그냥 앞을 보고 앉아 있다 .,"나머지 학생들은 다른 사람들이 별로 관심을 보이지 않는 것 같은데 , 그저 앞만 바라보고 앉아 있었다 .",0.30434782608695654,0.11290322580645161
657,내 한국어가 너의 영어보다 더 나을꺼라가 너는 생각해 .,너는 내 한국어 실력이 너의 영어 실력보다 더 나을꺼라고 생각해 .,네 말이 내 한국어 실력보다 훨씬 낫다고 생각해 .,0.18421052631578946,0.13333333333333333
658,짧은 시간으로는 끝나지 않는 제사도 오셨던 것을 보면 그대로 건강하시는 것 같죠 .,제법 오랜 시간이 걸리는 제사도 오셨던 것을 보면어르신분들은 건강하신것 같아요 .,"짧은 시간으로 끝나지 않은 제사에도 오신 걸 보니 , 아직 건강하신 것 같아요 .",0.15217391304347827,0.08
659,지난 해 5월에 이사했을 때 물건을 늘리기와 돈을 쓰기가 싫어서 여유가 생겼으면 살거야고 생각했어요 .,지난 해 5월에 이사했을 때 짐도 늘고 돈 쓰기도 싫어서 여유가 생기면 사려고 했어요 .,"작년 5월에 이사를 했을 때는 물건을 늘리지 않고 , 돈도 쓰지 않기로 결심하고 여유가 생기면 사려고 했어요 .",0.3333333333333333,0.06060606060606061
660,요새는 그 기기가 본래 가지는 기능 뿐만 아니라 인터넷 등을 통하여 다른 역할도 하는 스마트 기기가 유행하고 있다 .,요새는 본래의 기능과 더불어 인터넷 등을 통하여 다른 기능도 할 수 있는 스마트 기기가 유행하고 있다 .,요즘에는 원래의 기능 외에 인터넷과 같은 다른 기능이 추가된 스마트 기기가 유행하고 있다 .,0.35714285714285715,0.22857142857142856
661,많이 걸어서 다리가 약간 아파서 맥도날드를 찾고 자리를 앉고 싶으러 갔어요 .,많이 걸어서 다리가 조금 아팠기에 자리에 앉고 싶어서 맥도날드에 찾아 갔어요 .,많이 걸어서 다리가 아팠기 때문에 맥도날드를 찾아서 앉으려고 했어요 .,0.23809523809523808,0.19047619047619047
662,"처음에는 조금 나 또한이기 때문에 여전히 어려운 영어 학습 , 하지만 한국은 독특한 언어와 즐거운 소리를 ! 정신 !","여전히 어려운 영어 학습 , 하지만 한국은 독특한 언어와 즐거운 소리 ! 그리고 정신 !",처음에는 조금 힘들었지만 이제는 어느정도 익숙해져서 괜찮아요 .,0.5428571428571428,0.04285714285714286
663,남자와 여자가 할 얘기거리가 될 때도 있어요 .,친구사이인 남녀가 써도 되는 말이에요 .,남녀 사이에 대화 거리가 되기도 해요 .,0.038461538461538464,0.038461538461538464
664,제가 한국드라마 너무 좋아해서 5년전에 혼자서 한국말을 공부하게 되었어요 .,제가 한국 드라마를 아주 좋아해서 5년 전부터 혼자서 한국말을 공부했어요 .,저는 한국 드라마를 너무 좋아해서 5년 전부터 혼자서 한국어를 공부했어요 .,0.15789473684210525,0.13157894736842105
665,우리 상품은 대만 진료실에서 높은 비중을 차지함이 있으므로 이제는 한국시장도 확장하려고 적극적으로 대리점을 찾고 있습니다 .,"저희 상품은 대만 진료실에서 높은 비중을 차지 하고 있으며 , 이제는 한국시장에도 사업을 확장하려고 적극적으로 대리점을 찾고 있는 중입니다","저희 제품은 대만 병원에서 높은 비중을 차지하고 있어서 , 이제는 한국 시장에도 진출하려고 적극적으로 대리점을 찾고 있습니다 .",0.35714285714285715,0.2878787878787879
666,하지만 저작권을 위해서 처음부터 지금까지가 안 등록되는것이 아주 섭섭합니다 .,하지만 저작권때문에 ' 처음부터 지금까지 ' 가 등록이 되지 않는 것이 아주 섭섭합니다 .,하지만 제가 만든 것들이 전부 다 등록되지 않아서 매우 섭섭합니다 .,0.16,0.10526315789473684
667,제일로 낫토 위에 있었던 낫토용 간장와 겨자가 없게 되어 있었다 .,우선낫토 위에 있던 낫토용 간장과 겨자가 없어졌다 .,제일 처음으로 낫토위에 있던 낫토용 간장과 겨자가 없어졌다 .,0.10526315789473684,0.07894736842105263
668,당신은 그 사람과 맞은편에서 포옹하는 걸 못 보는 척해 .,당신이 그 사람과 껴안는걸 나는 못본척해,그 사람과 마주보고 포옹하는 것을 못 본척 했어요 .,0.08823529411764706,0.17647058823529413
669,좀 심심해요  .,일이 많아서 혼자 할 수가 없다  .,심심해요  .,0.045454545454545456,0.5
670,아마도 나는 이른 시간에 그들을 작성할 수있을 것이다 .,아마도 나는 빠른 시일 내에 쓸 수 있을 것 같다 .,아마 아침 일찍 쓸 수 있을 것 같다 .,0.10526315789473684,0.03333333333333333
671,"전화에서 묻고 싶었는데 , 제가 한국어를 아직 말할 수 없고 , 사람들이 뭘 말하는 것도 모르겠니까 .","전화해서 묻고 싶었는데 , 제가 아직 한국어에 서툴고 , 사람들이 뭘 말하는 지도 모르겠어서요 .","전화로 물어보고 싶었는데 , 제가 한국어를 아직 잘 못하고 , 사람들이 뭐라고 말하는지도 몰라서요 .",0.3548387096774194,0.2903225806451613
672,부모님이 저한테 아무리 공부임무를 사켜도 저는 불만을 한마디도 없고 모조건 받았어요  .,부모님이 저한테 많은 공부를 시켜도 저는 불평 불만 하나 없이 말씀에 무조건 따랐어요  .,부모님께서 저에게 아무리 공부 임무를 시켜도 저는 불평 한마디 없이 무조건 받아들였어요  .,0.1,0.06521739130434782
673,하지만 사실은 컴퓨터를 쓰고 언어를 연구 하는 것이에요 .,알고보니 컴퓨터에서 사용하는 언어를 연구 하는 것이에요 .,컴퓨터로 글을 쓰는것과 언어를 공부하는 것이 저의 일이에요 .,0.4666666666666667,0.06666666666666667
674,아버지의 회가 잔치 오랫 전에 정했고 그 날에는 모두 가족이 모으고 같이 축하한다 .,아버지의 회갑 잔치는 오래 전에 정해져 있었고 그 날에는 가족이 모두 모여서 같이 축하한다 .,"아버지의 환갑잔치를 오래전에 정하고 , 그날은 온가족이 모여서 함께 축하한다 .",0.24074074074074073,0.08
675,그리고 바다옆에있는 회미리마트밖에 안주를 먹었다 .,회미리마트 - 페밀리 훼미리 마트 회미리마트,그리고 바닷가 근처의 회미리마트에서 술을 마셨다 .,0.0,0.09090909090909091
676,"다시 한번 여름에 가고 , 맛있는 요리를 먹고 , 맛있는 팥빙수를 먹고 , 서울 시민 풀장에 가서 . 즐거운 것을 많이 하고 싶어요 !","다시 한 번 여름에 가서 맛있는 요리도 먹고 , 팥빙수도 먹고 , 서울 시민 풀장에 가서 즐거운 일들도 많이 해보고 싶어요 !","다시 한번 여름에 가서 , 맛있는 요리를 먹고 , 맛있는 팥빙수를 먹고 , 서울 시민 풀장에 가서 즐겁게 놀고 싶어요 !",0.32222222222222224,0.6111111111111112
677,난 좀좀 게으러졌어 근데 변해진 난 이런생활을 지나기 위해서 공부를 구실로 삼아 매일 매일 한국드라마 를 보고 하루종일 딴일을 안했어,"난 점점 게을러졌어 . 근데 변해버린 이런 생활이 나쁘진 않았고 , 공부를 구실 삼아 매일 한국드라마만 보고 다른 중요한 일들은 하지 않았지 .","게으른 나는 좀 게을러졌는데 , 변한 나는 이런 생활을 벗어나기 위해 공부를 구실로 삼아 매일매일 한국 드라마를 보고 하루종일 다른 일은 하지 않았어요 .",0.08139534883720931,0.1
678,저는 어떤 병원 지하에 있는 편의점에서 고등학생때 아르바이트를 한적이 있었습니다 .,저는 고등학교 때 어떤 병원 지하에 있는 편의점에서 아르바이트를 한 적이 있습니다 .,저는 한 병원의 지하에 있는 편의점에서 고등학교 때 아르바이트를 했었습니다 .,0.3695652173913043,0.23684210526315788
679,이러한 뿐만 아니고 그녀는 나에게 엄청나게 많은 좋은 기억도 남겼다 .,"이 뿐 아니라 , 그녀는 나에게 아주 좋은 기억으로 남아있다 .",뿐만 아니라 그녀는 나에게 정말 많은 좋은 추억을 남겨주었다 .,0.13157894736842105,0.21052631578947367
680,당장 수수께기가 많이 있는 이야기이지만 조금씩 내용이 분명하게 되고 있는 일이 재미있어요 .,아직은 수수께끼가 많지만 조금씩 풀려가는 것이 흥미로워요 .,"수수께끼가 많은 이야기지만 , 점점 내용이 분명해지고 있어요 .",0.043478260869565216,0.043478260869565216
681,난 매운 음식을 정말 좋아하니까 칠레음식을 매운 이는 음식이 희망해요 .,난 매운 음식을 정말 좋아하니까 희망해요 .,저는 매운 음식을 정말 좋아해서 칠레음식 중에 매운 음식을 먹어보고 싶어요 .,0.4473684210526316,0.19047619047619047
682,1월1일 가족과 같이 새해 들어 처음으로,"1월 1일 , 처음으로 가족 과 같이 새해들어",새해 첫날에 가족들과 함께,0.07692307692307693,0.05555555555555555
683,그리고 저는 한국말을 말하거나 쓸때마다 좀 수줍어하잖아요 . ㅋㅋ,"그리고 , 한국말을 하거나 글로 쓸 때는 어쩐지 좀 부끄러워지거든요 .",그리고 제가 한국말을 말할 때나 쓸 때마다 좀 부끄러워해요 .,0.10526315789473684,0.11764705882352941
684,노인들은 사소한 생활일을 스스로 저리하지 못해서 지역 사회의 특별한 배려를 팔요합니다 .,노인들은 생활속의 작은일도 스스로 처리하기 어려워서 지역 사회의 특별한 배려가 필요합니다 .,노인들은 사소한 일을 스스로 하지 못해서 지역 사회의 도움이 필요합니다 .,0.21428571428571427,0.2619047619047619
685, 이런 핑게로 밤배을 끊지 않고 이런 피우는 기쁨을 계속 누리고 싶을 뿐이다  ., 이런 핑계로 담배를 끊지 않고 담배피는 즐거움을 계속 누리려고 한다  .,"이런 핑계로 담배를 끊지 않고 , 이런 즐거움을 계속 누리고 싶을 뿐이다  .",0.13043478260869565,0.41304347826086957
686,"히사시 이즈 신사 를 출발한 신 가마를 선두에 , 에보시 모습의 신관이나 카미시모치마 의 임시까지 옮겨졌습니다 .","히사시 이즈 신사 를 출발한 신체를 모신 가마를 선두로 , 에보시 의 모습을 한 신관이나 카미시모하카마 모습의 도련님 , 무녀의 행열이 이어지고 , 그러는도중 , 미코시는 , 8대의 축제 장식용 수레에 모셔져 , 다음 담당지역인 나카초 의 임시거처로 옮겨졌습니다 .","히사시 이즈 신사에서 출발한 신 가마가 선두로 , 에보시 모습의 신관과 카미시모치마 까지 옮겨졌습니다 .",0.15584415584415584,0.25806451612903225
687,어제는 너무 지쳐서 집에 돌아오자마자 자 버렸으니 지금 일기를 썼습니다 .,어제는 너무 지쳐서 집에 돌아오자마자 자 버렸기 때문에 이제서야 일기를 쓰고 있습니다 .,어제는 너무 피곤해서 집에 오자마자 바로 잤습니다 . 그래서 지금 일기를 씁니다 .,0.43478260869565216,0.17391304347826086
688,한편에 한국어는 어미에 보이는 성차는 거의 안보인 대신에 감탄사등을 사용하여 성차를 나타내는 경향이 있지만 일본어에 비교하면 그 수는 너무 적다 .,한편 한국어는 어미에 보이는 성별의 차이는 거의 안보이는 대신에 & ; 감탄사 등을 사용하여 성차를 나타내는 경향이 있지만 일본어에 비교하면 그 수는 너무 적다 .,"한편 , 한국어의 어미에는 성차가 잘 보이지 않는 반면 , 감탄사 등을 사용하여 성차를 나타내는 경향이 있다 . 그러나 일본어와 비교하면 그 수는 너무 적다 .",0.5319148936170213,0.2857142857142857
689,"물론 , 만약에 선생님 매일 이런 개방적 방식으로 수업을 했으면 아마 싫증날 것 같아요 .","물론 , 선생님께서 매일 이런 방식으로 똑같이 수업을 했다면 , 아마 금방 싫증이 났을 것 같아요","물론 , 만약에 선생님이 매일 이렇게 개방적인 방식으로 수업을 한다면 저는 싫증 날 것 같아요 .",0.20689655172413793,0.27586206896551724
690,바람에 휘들려서 신문쓰레기들은 객맨들이 춤추면서 부딪쳤어요 .,개그맨들이 춤추는 동안 신문쓰레기들이 바람에 휘날려서 부딪쳤어요 .,바람에 휘날리는 신문지조각들이 사람들을 치면서 춤을 췄어요 .,0.15384615384615385,0.07692307692307693
691,루시퍼이 재생하고 다른 노래가 있었는지 잊었지만 너무 분명히 가끔 얼굴을 본 동영상입니다 .,루시퍼가 재생되고 있고 나머지 노래가 뭐였는지 까먹었지만 이것도 의 것이고 이 비디오는 분명 내가 가끔 얼굴을 본 동영상이다 .,"루시퍼의 다른 노래도 있었지만 , 기억은 잘 안나지만 분명하게 봤던 동영상입니다 .",0.11428571428571428,0.08695652173913043
692,근데 역시 재대로 발음하는 방법을 가르치고싶어서 어제 인터넷으로 좋은가르침법 찾아봐서,"근데 역시 제대로 발음하는 방법을 가르치고 싶어서 , 어제 인터넷으로 좋은 방법을 찾아 봤어요 .",그런데 역시 제대로 발음하는 방법을 가르쳐주고 싶어서어제 인터넷에서 좋은 가르침법을 찾아서,0.16666666666666666,0.10526315789473684
693,날씨가 변덕스럽었어지만기 가전에 하고 점김 나증에 나갈 수 있었어요 .,"날씨는 변덕스러웠지만 , 식사 전후에는 외출할 수 있었어요 .","날씨가 변덕스러웠지만 , 점심때쯤 외출할 수 있었어요 .",0.17647058823529413,0.20588235294117646
694,4년 전에 영국에서 대학교 마지막 학년을 마무리 하면서 졸업 하고서 무슨 일을 하겠다는 문제에 혼자서 고민이 많이 했습니다 .,4년 전에 영국에서 대학교 마지막 학년을 마무리 하면서 졸업 후에 어떤 일을 해야 할까 ? 하는 문제에 혼자서 고민이 많이 했습니다 .,"4년 전 , 영국에서 대학교 마지막 학년을 마무리 하면서 졸업 후 무엇을 할 지에 대해서 혼자서 많은 고민을 했습니다 .",0.5975609756097561,0.36486486486486486
695,나도 그랬으면 당신이 여기에 나와 함께 .,당신이 여기에 나와 함께 있었으면 좋을텐데 .,당신도 저와 같이 있었으면 좋겠어요 .,0.5,0.045454545454545456
696,돈이 충분히 있으면 편하게 살 수 있는 반면에 돈이 모자라기 때문에 어렵하고 고민하게 사는 사람들에게는 매날 살림에 쫓기다 살아 보면 정말 힘든 일이다 .,"돈이 충분히 있는 사람들은 편하게 살 수 있는 반면에 , 돈이 모자라서 생활이 어렵고 고민하면서 사는 사람들은 만날 살림에 쫓기면서 살다보니 정말 힘들다 .","돈이 충분하면 편하게 살 수 있지만 , 돈이 모자라 살기 어려운 사람들은 매일 살림에 쫓기며 살면 정말 힘들다 .",0.24444444444444444,0.12222222222222222
697,"일반적으로 어른신에게는 3살 , 6살 , 9살 차이 있는 사람들은 결혼하지 못해요 .","일반적으로 어르신들은 3살 , 6살 , 9살 차이의 결혼을 안 좋다고 생각해요 .","일반적으로 어르신들에게 3살 , 6살 , 9살 차이는 결혼을 할 수 없어요 .",0.34782608695652173,0.34782608695652173
698,지금 에어컨으로 바람이 불고 있어서 침대에 눕하고 인터넷을 해요 .,지금 에어컨에서 나오는 시원한 바람을 쐬면서 침대에 누워 인터넷을 하고 있어요 .,지금은 에어컨 덕분에 침대에 누워 인터넷을 하고 있어요 .,0.09523809523809523,0.08823529411764706
699,하루에 새벽부터 무스림들이 5번 기도해야 해서 모스크 소리 때문에 쿠웨이트로 처음 온 사람들이 잠을 잘 못 잔다 .,하루에 무슬림들은 새벽부터 다섯 번 기도해야 해서 모스크 소리 때문에 쿠웨이트로 처음 온 사람들이 잠을 잘 못 잔다 .,"쿠웨이트에서 하루에 새벽부터 무슬림들은 다섯 번 기도를 해야 하는데 , 모스크의 기도소리 때문에 쿠웨이트에 처음 온 사람들은 잠을 잘 못 잔다 .",0.7428571428571429,0.25609756097560976
700,": 일랭가 너무 생각할수록 헷갈릴게요 , 단순화하면 - 잘 먹고 , 잘 자고 , 잘 일해야 해요 .",": 너무 생각하다보면 혼란이 올수도 있으니 , 단순화하면 - 잘 먹고 , 잘 자고 , 열심히 일해야 해요 .",": 일상생활을 하다보면 자꾸 헷갈리는게 많아요 . 단순하게 말하자면 - 잘 먹고 , 잘 자고 , 잘 일하는 거예요 .",0.5428571428571428,0.3783783783783784
701,"아토니를 걸리겠다고 했는데 , 미국 사람이 임신돼도 콜라를 잘 먹기 때문에 병을 걸리는 것이 사실인지 저는 잘 모르겠습니다 .","아토피에 걸릴거라고 했는데 , 미국인들은 임신을 해도 콜라를 잘 마시기 때문에 병에 걸리는 것이 사실인지는 잘 모르겠습니다 .",미국사람들은 임신 중에도 콜라를 많이 마시기 때문에 아기가 콜라인병에 걸린다는 말이 사실인지 저는 잘 모르겠습니다 .,0.22857142857142856,0.22857142857142856
702,설탕은 한국에서 없어 수입으로 들어온 식품의 재료입니다 .,설탕은 한국에 없어 수입되는 재료입니다 .,설탕은 한국에서는 구하기 힘든 식재료예요 .,0.19230769230769232,0.07692307692307693
703,3 . 계획을 세울 필요가 있다고 생각해요 ? 아니면 필요없다고 생각해요 ? 왜 그렇게 생각하세요 ?,3 . 계획을 세울 필요가 있습니까 ? 아니면 필요없나요 ? 왜 그렇게 생각하세요 ?,계획이 필요하다고 생각하나요 ?,0.5344827586206896,0.017241379310344827
704,난 직업활동으로 갔으니까 원래는 여유가 없지만 너무 반가워서 도쿄돔에 야구 보러 가거나 여러곳에 돌아다니기도 해서 진짜 재미있었다 .,난 일자리 구하러 갔으니까 사실 여유가 없었지만 너무 반가워서 도쿄돔에 야구도 보러 가고 여러 곳에 돌아 다니기도 해서 진짜 재미있었다 .,"직업활동 때문에 시간이 없어서 , 원래는 여유가 없었지만 너무나도 반가워서 도쿄돔에 야구를 보러가거나 여러곳을 돌아다니기도 하면서 정말 재미있었다 .",0.2564102564102564,0.14285714285714285
705,받은 문자와 속한 친구 이름이 드러나지는 않았다 .,받은 문자는 모르는 번호였다 .,문자를 보낸 사람과 받은 사람의 이름은 드러나지 않았다 .,0.07692307692307693,0.13333333333333333
706,워래 ? 사회에서 이렇게 무서운 감독님들한테 욕 ? 보다 이렇게 또 ?,"오늘 사회에서 이렇게 무서운 감독님들한테 욕 들어가면서 하는 것 보다 이렇게 또 ,",원래 사회에서 이렇게 무서운 감독님들에게 욕을 하는 건가요 ? 아니면 이런 일이 흔한건가요 ?,0.43478260869565216,0.16
707,처음에는 잡을수 없었지만 저녁에는 멸치를 서른 마리 잡앗어요 .,처음에는 잡을수 없었지만 저녁 이 되니까 멸치서른 마리를 . 잡게 됬어요 .,"처음에는 잡지 못했지만 , 저녁이 되자 멸치를 서른마리 잡았어요 .",0.16666666666666666,0.08823529411764706
708,나를 돌아보면서도 기적적인 현실을 느낀다 .,지금에서 나를 돌이켜보면 기적적인 일이라고 느낀다 .,기적같은 현실에 감사한다 .,0.22727272727272727,0.05555555555555555
709,노르웨이 각각 지방에 특정한 음식은 크리스마스 저녁로 여긴다 .,노르웨이 각 지방에서는 각각의 특정한 음식으로 크리스마스 만찬을 즐긴다 .,노르웨이에서는 각 지방마다 독특한 음식이 크리스마스 저녁식사이다 .,0.11764705882352941,0.06666666666666667
710,"예를 들면 인기가 많은 드라마 일지매종에서 한복이 중요한 화면미작용을 했습니다 . 그러니까 , 한복은 전통복장일 쁜만 이나라 한국에 전통문화가 되었습니다 !","예를 들어 인기드라마 "" 일지매 "" 중에서 한복은 중요한 화면미작용 을 했습니다 . 이로보아 한복은 한국의 전통의복일 뿐만 아니라 전통문화입니다 !","예를 들면 인기가 많은 드라마 일지매종에서 한복이 중요한 화면미작용을 했습니다 . 그래서 , 한복은 우리나라의 전통의상일 뿐만이 아니라 한국의 전통문화가 되었습니다 !",0.08974358974358974,0.573170731707317
711,다음에 포기한 물이 무서워하기 때문에요 .,물이 무서워서 포기했어요 .,물을 무서워해서 다음에는 수영을 하지 않을 거예요 .,0.1111111111111111,0.038461538461538464
712,그냥 매일 쓴 기록을 남기로 하면 ' 공개 범위 ' 를 ' 공개하지 않음 ' 으로 설정하면 되네요 .,""" 그냥 매일 쓴 기록을 남기로 하면 "" 이 부분이 좀 이해가 안돼요 ; 혹시 남기려면 ?",매일 쓴 기록을 남기고 싶으면 ' 공개 범위 ' 를 ' 공개하지 않음 ' 으로 설정하면 되요 .,0.2571428571428571,0.6428571428571429
713,"지침으로써는 이결과를 밟아서 , 운동 종류나 하루의 운동시간의 목표 , 일주일 동안에 운동하는 빈도 등에 대하여 , 3 ~ 5세 아이를 중심으로 연령별로 표시하는 것을 상정한다 .","그리고 이 분석을 토대로 하여 지침에 운동 종류나 하루 운동시간의 목표 , 일주일 동안의 운동 빈도 등에 대하여 , 3 ~ 5세 아이를 중심으로 연령별로 표시하는 것을 상정한다 .","지침으로는 이 결과를 참고로 하여 , 운동종류와 하루운동시간목표 , 일주일동안 운동하는 빈도 등에 대해 3 ~ 5세 아이를 중심으로 연령별로 표시하는 것을 상정한다 .",0.5727272727272728,0.4117647058823529
714,저는 한복에 대한 강연문장을 썼어서 월요일에 발표히겠습니다 . 문장에 많은 틀린 것이 있는 걋을 걱정하기 때문에 여러문들이 부탁드립니다 !,저는 월요일에 한복을 주제로 발표할 예정입니다 . 문장에 틀린 점이 많이 있을까 걱정되서 여러분들에게 이렇게 부탁드립니다 !,저는 이번주 일요일에 한복에 대한 강연 원고를 써서 월요일에 발표할 예정입니다 . 제가 쓴 글에 오류가 많을 것 같아 여러분들의 도움을 받고자 합니다 !,0.12857142857142856,0.07777777777777778
715,재 어머니가 마캈아르에서 살는 자바 섬 사람인데 자바 섬 사람으로 부르기 싫어요 .,제 어머니는 마캈아르에 사는 자바 섬 사람인데 자바 섬 사람이라고 불리는 것을 싫어하세요 .,"제 어머니는 마카레아에서 사는 자바로 , 저는 그를 자바로 부르지 않아요 .",0.3,0.021739130434782608
716,누나가 신경을 잘 쓰셨어 괜찮다 다행이에요 .,누나가 무사해서 다행이에요 .,누나 덕분에 괜찮아요 .,0.18181818181818182,0.045454545454545456
717,오늘 작업을 어떻게 살아서요,그럭저럭 오늘 일에서 살아남았어요,어떻게 오늘 하루를 보냈는지 .,0.1,0.14285714285714285
718,"그런데 이제의 전 언어를 잘 배우기 위해서 , 한국어에서 많은 시간을 걸리고 신경을 써서 중국어를 점점 소홀히 되었다 .","그런데 나는 새로운 언어를 잘 배우기 위해서 , 한국어공부에 많은 시간을 쓰고 신경을 써서 중국어를 점점 소홀히 하게 되었다 .",그러나 요즘은 예전처럼 열심히 하지 않아서인지중국어 실력이 늘지 않는다 .,0.47297297297297297,0.014285714285714285
719,사회가 발전하면서 여러가지 사회안전문제도 생길 것이다 .,사회가 점점 발전함에 따라 여러가지 사회적인 문제가 생겨나고 있다 .,사회가 발전하면 다양한 사회안전문제도 발생할 것이다 .,0.08823529411764706,0.22727272727272727
720,왜 이렇게 ? 운동부족니까 힘은 사용을 못 했습니다 .,전 운동부족이라 힘은 잘 사용을 못합니다 .,운동 부족으로 힘이 없어서 제대로 하지 못했습니다 .,0.1,0.03333333333333333
721,그래서 우리는 ‘그는 앞으로 향모양처가 반드시 될 수 있어요’ 다고 농담했습니다 .,우리는 ‘그는 앞으로 현모양처가 될거야’ 라고 농담한 적도 있습니다 .,그래서 우리는 그에게 ' 당신은 꼭 미래에 좋은 아내가 될 거예요 ' 라고 말했습니다 .,0.16666666666666666,0.09259259259259259
722,조금 먼 곳에서 모임 있는데 버스로 가고 지금 피곤해요 그래도 재미있는 하루 보냈어요 .,"조금 먼 곳에서 모임이 있어서 버스로 다녀왔고 그래서 , 지금 피곤해요 그래도 재미있는 하루를 보냈어요 .","먼 곳에서 모임이 있어서 버스를 타고 갔는데 , 지금 너무 피곤해요 . 그래도 재미있는 하루였어요 .",0.3448275862068966,0.15517241379310345
723,그런데 지금 우연히 드라마를 봐서 주인공는 하는 말을 들고 그렇게 나왔어요 .,그런데 지금 우연히 드라마를 보고 있는데 주인공이 그렇게 말하는 게 나왔어요 .,그런데 지금 우연히 드라마에서 나오는 대사를 듣고 보니 그 내용이 바로 제가 하고 싶은 말이었어요 .,0.3333333333333333,0.1206896551724138
724,ㅎㅎㅎ 시크릿 가든 보면서 종류의 느낌을 들었어요 .,ㅎㅎㅎ 시크릿 가든 보면서들었어요 . 다양한 느낌이,시크릿 가든에서 나오는 음악이 너무 좋아요 .,0.2692307692307692,0.07692307692307693
725,잠을 잘 땐 양말은 혈류를 제한돼서 갑자기 일어났어요,잠을 자다가 양말이 혈액순환을 방해하는 바람에 갑자기 깨었어요 .,양말을 신고 자면 혈액순환이 안 되서 자다가 일어나요 .,0.06666666666666667,0.0
726,자네 촣을 여행를 희망에요,행복한 여행 하시기를 빌어요 !,당신은 좋은 여행을 하길 바래요,0.0,0.0
727,나 는 한국말 많은 모른다 그러나 나 는 촣아해 공부하다 - 재밋아 .,나는 한국말을 많이 몰라요 . 그러나 나는 한국말을 공부하는 게 재밌어서 좋아해요 .,"나는 한국말을 많이 알지 못하지만 , 나는 좋아해요 .",0.043478260869565216,0.021739130434782608
728,그 날에 만났던 친구 중에는 대기업에서 맷일 밤 늦게까지 열심히 일하고 있는 친구도 있고 기업을 일으키시작한 친구도 있다 .,그 날에 만났던 친구 중에는 대기업에서 매일 밤 늦게까지 열심히 일하는 친구도 있었고 자신의 사업을 시작한 친구도 있었다 .,"그날 만난 친구들 중에는 대기업에서 매일 밤늦게까지 열심히 일하는 친구도 있고 , 사업을 시작한 친구도 있었다 .",0.38571428571428573,0.12857142857142856
729,그리고 제가 저는 외국인이라는 것을 다른 사람한테 알려 주지 않도록 항상 사람의 질문에 그냥 ' 네 ' 라고 대답한다 .,그리고 외국인으로 보이기 싫어서 항상 사람의 질문에 그냥 ' 네 ' 라고 대답한다 .,"그리고 저는 한국어를 잘 하지 못하기 때문에 , 모르는 단어가 나왔을 때에는 "" 네 "" 라고 대답해요 .",0.47297297297297297,0.06756756756756757
730,매일 좀 돈을 보려 가는 일길래 나중에 부자도 될 수 있어 .,매일 돈을 벌러 가니까 ? 나중에 부자가 될 수도 있어,매일 은행에 가서 돈을 보니까 나중에 부자가 될 거야 .,0.11904761904761904,0.11904761904761904
731,저의 한국어 실력을 늘어나기 위한 공부의 목적으로 한 것은 시험에 합격하는 것에 별도움이 되었나 봐요 .,제 한국어 실력을 늘리기 위한 목적으로 공부를 한 것이 이 시험에 합격하는 것에는 별로 도움이 되지 않았나 봐요 .,한국어 실력을 늘리기 위한 공부가 시험합격에는 별 도움이 되지 않았나봐요 .,0.17142857142857143,0.08620689655172414
